Region,Place Code,Place,ODS Code,GP Practice (ODS Code),Registered Patients,% of patients with a nomination,EPS Items,eRD Items,All Items,EPS Utilisation,eRD Utilisation (EPS Items),eRD Utilisation (All Items)
North East and Yorkshire,00L,Northumberland,A84005,Bedlingtonshire Med.Group (A84005),12181,0.961,25064,5756,25279,0.991,0.23,0.228
North East and Yorkshire,00L,Northumberland,A84006,Alnwick Medical Group (A84006),18844,0.7190000000000001,40275,21974,45691,0.8809999999999999,0.546,0.481
North East and Yorkshire,00L,Northumberland,A84007,Ponteland Medical Group (A84007),10728,0.799,23842,11875,23942,0.996,0.498,0.496
North East and Yorkshire,00L,Northumberland,A84008,Belford Medical Practice (A84008),4509,0.529,7898,1895,11949,0.6609999999999999,0.24,0.159
North East and Yorkshire,00L,Northumberland,A84009,Railway Medical Group (A84009),26819,0.7909999999999999,53426,18307,55651,0.96,0.3429999999999999,0.3289999999999999
North East and Yorkshire,00L,Northumberland,A84011,White Medical Group (A84011),8106,0.65,15435,6863,18075,0.8540000000000001,0.445,0.38
North East and Yorkshire,00L,Northumberland,A84013,The Gables Medical Group (A84013),6277,0.8140000000000001,12565,2301,13425,0.936,0.183,0.171
North East and Yorkshire,00L,Northumberland,A84014,Marine Medical Group (A84014),12953,0.84,22852,6024,22898,0.998,0.264,0.263
North East and Yorkshire,00L,Northumberland,A84016,Prudhoe Medical Group (A84016),6943,0.8059999999999999,11590,5086,11819,0.981,0.439,0.43
North East and Yorkshire,00L,Northumberland,A84018,Corbridge Health Centre (A84018),7168,0.561,10905,3001,15384,0.7090000000000001,0.275,0.195
North East and Yorkshire,00L,Northumberland,A84020,Guidepost Medical Group (A84020),7997,0.813,18246,4992,18432,0.99,0.2739999999999999,0.271
North East and Yorkshire,00L,Northumberland,A84022,Coquet Medical Group (A84022),11923,0.8690000000000001,30124,9787,30197,0.998,0.325,0.324
North East and Yorkshire,00L,Northumberland,A84024,Burn Brae Medical Group (A84024),10228,0.816,18425,6504,19633,0.938,0.353,0.331
North East and Yorkshire,00L,Northumberland,A84025,Cramlington Medical Group (A84025),5041,0.847,12871,3702,12879,0.999,0.288,0.287
North East and Yorkshire,00L,Northumberland,A84026,Well Close Medical Group (A84026),8882,0.847,18723,5207,22120,0.846,0.278,0.235
North East and Yorkshire,00L,Northumberland,A84027,Bellingham Practice (A84027),3440,0.997,10487,7703,10549,0.994,0.735,0.73
North East and Yorkshire,00L,Northumberland,A84028,Seaton Park Medical Group (A84028),18969,0.836,47696,13876,47754,0.999,0.291,0.291
North East and Yorkshire,00L,Northumberland,A84029,Northumberland Health (A84029),4499,0.226,0,0,782,0.0,,0.0
North East and Yorkshire,00L,Northumberland,A84030,Village Medical Group (A84030),9908,0.831,19628,4978,19789,0.992,0.254,0.252
North East and Yorkshire,00L,Northumberland,A84031,Greystoke Surgery (A84031),10280,0.8029999999999999,14488,4830,14651,0.989,0.3329999999999999,0.33
North East and Yorkshire,00L,Northumberland,A84032,Cheviot Medical Group (A84032),0,,10,10,11,0.909,1.0,0.909
North East and Yorkshire,00L,Northumberland,A84033,The Sele Medical Practice (A84033),5771,0.758,10235,3152,11075,0.924,0.308,0.285
North East and Yorkshire,00L,Northumberland,A84034,Haltwhistle Medical Group (A84034),5596,0.907,14948,8281,15026,0.995,0.5539999999999999,0.551
North East and Yorkshire,00L,Northumberland,A84035,Riversdale Surgery (A84035),5980,0.7829999999999999,13775,3017,13919,0.99,0.2189999999999999,0.217
North East and Yorkshire,00L,Northumberland,A84036,Valens Medical Partnership (A84036),51797,0.8190000000000001,120966,39519,121471,0.996,0.327,0.325
North East and Yorkshire,00L,Northumberland,A84037,Netherfield House (A84037),6015,0.846,12200,3296,12313,0.991,0.27,0.268
North East and Yorkshire,00L,Northumberland,A84038,Forum Family Practice (A84038),7540,0.892,17002,6374,17006,1.0,0.375,0.375
North East and Yorkshire,00L,Northumberland,A84039,Gas House Lane Surgery (A84039),6252,0.551,10117,2033,12543,0.807,0.201,0.162
North East and Yorkshire,00L,Northumberland,A84040,Humshaugh & Wark Med Grp (A84040),3639,0.3339999999999999,2065,628,9648,0.214,0.304,0.065
North East and Yorkshire,00L,Northumberland,A84042,Scots Gap Medical Group (A84042),2058,0.248,1433,1147,4367,0.3279999999999999,0.8,0.263
North East and Yorkshire,00L,Northumberland,A84044,Union Brae & Norham Prac (A84044),7202,0.6809999999999999,12826,2392,17338,0.74,0.186,0.138
North East and Yorkshire,00L,Northumberland,A84045,Haydon Bridge & Allendale Medical Pract (A84045),5392,0.841,13361,7256,13639,0.98,0.5429999999999999,0.532
North East and Yorkshire,00L,Northumberland,A84047,Branch End Surgery (A84047),5371,0.6970000000000001,9341,5636,10617,0.88,0.603,0.531
North East and Yorkshire,00L,Northumberland,A84604,Wooler Health (A84604),4743,0.434,6943,1050,11788,0.589,0.151,0.089
North East and Yorkshire,00L,Northumberland,A84614,The Adderlane Surgery (A84614),2013,0.772,3015,80,3424,0.8809999999999999,0.027,0.023
North East and Yorkshire,00L,Northumberland,A84619,Elsdon Avenue Surgery (A84619),4049,0.797,7871,3557,7929,0.993,0.452,0.449
North East and Yorkshire,13T,Newcastle Gateshead,A85001,Fell Tower Medical Centre (A85001),7458,0.8,15584,143,15693,0.993,0.009,0.009
North East and Yorkshire,13T,Newcastle Gateshead,A85002,Bensham Family Practice (A85002),3947,0.775,8637,4035,8716,0.991,0.467,0.4629999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A85003,Rowlands Gill Medical Centre (A85003),0,,6489,616,6593,0.984,0.095,0.093
North East and Yorkshire,13T,Newcastle Gateshead,A85004,Longrigg Medical Centre (A85004),10485,0.825,25424,10722,25602,0.993,0.422,0.419
North East and Yorkshire,13T,Newcastle Gateshead,A85005,Oxford Tce & Rawling Rd Medical Group (A85005),16399,0.755,37633,17486,38625,0.974,0.465,0.4529999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A85006,Glenpark Medical Centre (A85006),9100,0.8,18872,7700,19260,0.98,0.408,0.4
North East and Yorkshire,13T,Newcastle Gateshead,A85007,Fell Cottage Surgery (A85007),8242,0.826,14823,4586,14875,0.997,0.309,0.308
North East and Yorkshire,13T,Newcastle Gateshead,A85008,Birtley Medical Group (A85008),15724,0.982,38383,16362,38873,0.987,0.426,0.421
North East and Yorkshire,13T,Newcastle Gateshead,A85009,Crowhall Medical Centre (A85009),6143,0.79,14477,6877,14682,0.986,0.475,0.4679999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A85010,Chainbridge Medical Partnership (A85010),11270,0.799,22240,8249,22770,0.977,0.371,0.362
North East and Yorkshire,13T,Newcastle Gateshead,A85011,St. Albans Medical Group (A85011),7286,0.988,21425,8649,21452,0.999,0.4039999999999999,0.4029999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A85012,Metro Interchange Surgery (A85012),3226,0.816,10923,3767,11111,0.983,0.345,0.3389999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A85013,Millennium Family Practice (A85013),3637,0.6709999999999999,8101,2885,8635,0.938,0.356,0.3339999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A85014,Crawcrook Medical Centre (A85014),20346,0.809,30899,5847,31371,0.985,0.1889999999999999,0.186
North East and Yorkshire,13T,Newcastle Gateshead,A85016,Wrekenton Medical Group (A85016),11334,0.809,30853,12435,31284,0.986,0.4029999999999999,0.397
North East and Yorkshire,13T,Newcastle Gateshead,A85017,Bewick Road Surgery (A85017),7344,0.812,12200,6171,12574,0.97,0.506,0.491
North East and Yorkshire,13T,Newcastle Gateshead,A85018,Oldwell Surgery (A85018),4791,0.809,11891,4743,12015,0.99,0.3989999999999999,0.395
North East and Yorkshire,13T,Newcastle Gateshead,A85019,Central Gateshead Medical Group (A85019),10499,0.703,16731,3281,17331,0.965,0.196,0.1889999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A85020,Whickham Cottage Medical Centre (A85020),15612,0.848,32812,13083,33588,0.977,0.3989999999999999,0.39
North East and Yorkshire,13T,Newcastle Gateshead,A85021,Second Street Surgery (A85021),4125,0.639,5150,2087,5209,0.989,0.405,0.401
North East and Yorkshire,13T,Newcastle Gateshead,A85023,Teams Medical Practice (A85023),5657,0.821,14235,8767,14409,0.988,0.616,0.608
North East and Yorkshire,13T,Newcastle Gateshead,A85024,Chopwell Primary Healthcare Centre (A85024),2497,0.698,7128,4320,7747,0.92,0.606,0.5579999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A85026,Beacon View Medical Centre (A85026),5104,0.835,10808,3670,10947,0.987,0.34,0.335
North East and Yorkshire,13T,Newcastle Gateshead,A85611,Pelaw Medical Practice (A85611),5464,0.7979999999999999,11631,5220,11808,0.985,0.449,0.442
North East and Yorkshire,13T,Newcastle Gateshead,A85614,The Bridges Medical Practice (A85614),6528,0.66,8900,2414,8925,0.997,0.271,0.27
North East and Yorkshire,13T,Newcastle Gateshead,A85616,Hollyhurst Medical Centre (A85616),4578,0.813,11260,4642,11385,0.989,0.412,0.408
North East and Yorkshire,13T,Newcastle Gateshead,A85617,Sunniside Surgery (A85617),3725,0.89,8179,4381,8388,0.975,0.536,0.522
North East and Yorkshire,13T,Newcastle Gateshead,A85620,Grange Road Medical Practice (A85620),0,,6264,472,6350,0.986,0.075,0.074
North East and Yorkshire,13T,Newcastle Gateshead,A86003,Saville Medical Group (A86003),41095,0.512,45246,18612,45502,0.994,0.411,0.409
North East and Yorkshire,13T,Newcastle Gateshead,A86004,Prospect Medical Centre (A86004),15400,0.684,23143,6619,23280,0.994,0.286,0.284
North East and Yorkshire,99C,North Tyneside,A86005,West Farm Surgery (A86005),5962,0.826,15107,6594,15122,0.999,0.436,0.436
North East and Yorkshire,13T,Newcastle Gateshead,A86006,Roseworth Surgery (A86006),5529,0.853,10539,4059,10548,0.999,0.385,0.385
North East and Yorkshire,13T,Newcastle Gateshead,A86007,Avenue Medical Practice (A86007),2817,0.66,2604,950,2626,0.992,0.365,0.362
North East and Yorkshire,13T,Newcastle Gateshead,A86008,Park Medical Group (A86008),13132,0.7659999999999999,22579,8447,22847,0.988,0.374,0.37
North East and Yorkshire,13T,Newcastle Gateshead,A86010,Biddlestone Health Group (A86010),10069,0.787,14285,4342,14418,0.991,0.304,0.301
North East and Yorkshire,13T,Newcastle Gateshead,A86011,Walker Medical Group (A86011),11085,0.8059999999999999,34045,27647,34220,0.995,0.812,0.8079999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A86012,West Road Medical Centre (A86012),10759,0.7070000000000001,18301,8796,18342,0.998,0.481,0.48
North East and Yorkshire,13T,Newcastle Gateshead,A86013,Denton Park Medical Group (A86013),7399,0.7809999999999999,19952,7428,20516,0.973,0.372,0.362
North East and Yorkshire,99C,North Tyneside,A86016,Lane End Surgery (A86016),9728,0.8270000000000001,15719,6306,15843,0.992,0.401,0.3979999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A86017,Cruddas Park Surgery (A86017),10853,0.735,29292,12800,29663,0.987,0.437,0.432
North East and Yorkshire,13T,Newcastle Gateshead,A86018,The Grove Medical Group (A86018),12814,0.8,19871,6601,19909,0.998,0.332,0.332
North East and Yorkshire,13T,Newcastle Gateshead,A86020,The Surgery-Osborne Road (A86020),13487,0.738,16590,6056,16618,0.998,0.365,0.364
North East and Yorkshire,13T,Newcastle Gateshead,A86021,Holmside Medical Group (A86021),9737,0.767,26658,11213,26882,0.992,0.421,0.417
North East and Yorkshire,13T,Newcastle Gateshead,A86022,Parkway Medical Group (A86022),8541,0.843,17843,5367,18316,0.974,0.301,0.293
North East and Yorkshire,13T,Newcastle Gateshead,A86023,Benfield Park Medical Group (A86023),9313,0.773,21462,9005,21542,0.996,0.42,0.418
North East and Yorkshire,13T,Newcastle Gateshead,A86024,Heaton Road Surgery (A86024),7568,0.755,16156,8884,16305,0.991,0.55,0.545
North East and Yorkshire,13T,Newcastle Gateshead,A86025,Westerhope Medical Group (A86025),14409,0.755,33305,12596,33714,0.988,0.3779999999999999,0.374
North East and Yorkshire,13T,Newcastle Gateshead,A86026,Throckley Primary Care Centre (A86026),6957,0.8490000000000001,19335,8528,19379,0.998,0.441,0.44
North East and Yorkshire,13T,Newcastle Gateshead,A86027,Newcastle Medical Centre (A86027),19499,0.341,4111,1220,4231,0.972,0.297,0.288
North East and Yorkshire,13T,Newcastle Gateshead,A86028,Regent Medical Centre (A86028),7179,0.764,11615,4114,11706,0.992,0.354,0.351
North East and Yorkshire,13T,Newcastle Gateshead,A86029,Thornfield Medical Group (A86029),20095,0.636,44575,28205,44578,1.0,0.633,0.633
North East and Yorkshire,13T,Newcastle Gateshead,A86030,Betts Avenue Medical Group (A86030),11456,0.982,29719,10391,29758,0.999,0.35,0.349
North East and Yorkshire,13T,Newcastle Gateshead,A86031,Fenham Hall Surgery (A86031),10264,0.7390000000000001,16726,6365,17815,0.939,0.381,0.357
North East and Yorkshire,13T,Newcastle Gateshead,A86033,Brunton Park (A86033),7065,0.8140000000000001,7472,2813,7515,0.994,0.376,0.374
North East and Yorkshire,13T,Newcastle Gateshead,A86036,Gosforth Memorial Med.Ctr (A86036),11046,0.743,17638,3113,17759,0.993,0.176,0.175
North East and Yorkshire,13T,Newcastle Gateshead,A86037,Elswick Family Practice (A86037),7478,0.711,17517,7153,17962,0.975,0.408,0.3979999999999999
North East and Yorkshire,13T,Newcastle Gateshead,A86038,Newburn Surgery (A86038),5822,0.863,16743,8905,16751,1.0,0.532,0.532
North East and Yorkshire,13T,Newcastle Gateshead,A86040,St. Anthony'S Health Centre (A86040),6637,0.774,18138,9332,18535,0.979,0.514,0.503
North East and Yorkshire,99C,North Tyneside,A86041,Swarland Avenue Surgery (A86041),6611,0.742,11979,6668,12250,0.978,0.557,0.544
North East and Yorkshire,13T,Newcastle Gateshead,A86601,Denton Turret Medical Centre (A86601),8809,0.83,21594,13137,21801,0.991,0.608,0.603
North East and Yorkshire,99C,North Tyneside,A87002,Spring Terrace Health Centre (A87002),5667,0.8220000000000001,16014,4142,16033,0.999,0.259,0.258
North East and Yorkshire,99C,North Tyneside,A87003,Portugal Place Health Ctr (A87003),0,,26,0,1,26.0,0.0,0.0
North East and Yorkshire,99C,North Tyneside,A87004,Collingwood Health Group (A87004),24536,0.794,48274,14627,50016,0.965,0.303,0.292
North East and Yorkshire,99C,North Tyneside,A87005,Whitley Bay Health Centre (A87005),12817,0.8440000000000001,21509,7520,21871,0.983,0.35,0.344
North East and Yorkshire,99C,North Tyneside,A87006,49 Marine Avenue Surgery (A87006),5826,0.767,11692,3527,11732,0.997,0.302,0.301
North East and Yorkshire,99C,North Tyneside,A87007,Forest Hall Medical Group (A87007),18640,0.846,38218,17442,38237,1.0,0.456,0.456
North East and Yorkshire,99C,North Tyneside,A87008,Marine Avenue Medical Ctr (A87008),8272,0.81,13257,4503,13393,0.99,0.34,0.336
North East and Yorkshire,99C,North Tyneside,A87009,Priory Medical Group (A87009),15640,0.8140000000000001,29839,10141,30024,0.994,0.34,0.3379999999999999
North East and Yorkshire,99C,North Tyneside,A87011,Beaumont Park Surgery (A87011),6631,0.785,11588,3090,11596,0.999,0.267,0.266
North East and Yorkshire,99C,North Tyneside,A87012,Wideopen Medical Centre (A87012),7642,0.825,19677,7806,19781,0.995,0.397,0.395
North East and Yorkshire,99C,North Tyneside,A87013,Bewicke Medical Centre (A87013),9333,0.826,20181,10173,20373,0.991,0.504,0.499
North East and Yorkshire,99C,North Tyneside,A87016,The Village Green Surgery (A87016),12063,0.845,26783,9314,27290,0.981,0.348,0.341
North East and Yorkshire,99C,North Tyneside,A87017,Woodlands Park Health Ctr (A87017),5989,0.851,16404,6617,16434,0.998,0.4029999999999999,0.4029999999999999
North East and Yorkshire,99C,North Tyneside,A87019,Nelson Medical Group (A87019),5060,0.7709999999999999,10287,2942,10436,0.986,0.286,0.282
North East and Yorkshire,99C,North Tyneside,A87020,Monkseaton Medical Centre (A87020),8932,0.815,14141,5090,14192,0.996,0.36,0.359
North East and Yorkshire,99C,North Tyneside,A87022,Northumberland Park Medical Group (A87022),9171,0.8270000000000001,17019,8338,17076,0.997,0.49,0.488
North East and Yorkshire,99C,North Tyneside,A87023,Bridge Medical (A87023),4880,0.982,12667,7048,12694,0.998,0.556,0.555
North East and Yorkshire,99C,North Tyneside,A87029,Hadrian Health Centre (A87029),20171,0.8079999999999999,46003,13810,46187,0.996,0.3,0.299
North East and Yorkshire,99C,North Tyneside,A87030,Redburn Park Medical Centre (A87030),5810,0.812,13461,4949,13538,0.994,0.368,0.366
North East and Yorkshire,99C,North Tyneside,A87600,Park Parade Practice (A87600),4857,0.8029999999999999,9006,2953,9016,0.999,0.3279999999999999,0.3279999999999999
North East and Yorkshire,99C,North Tyneside,A87612,Wellspring Medical Pract. (A87612),6219,0.838,16336,6201,16336,1.0,0.38,0.38
North East and Yorkshire,99C,North Tyneside,A87615,Mallard Medical Practice (A87615),4989,0.835,8926,3681,9183,0.972,0.412,0.401
North East and Yorkshire,00N,South Tyneside,A88001,Victoria Medical Centre (A88001),3658,0.7440000000000001,7927,2410,8022,0.988,0.304,0.3
North East and Yorkshire,00N,South Tyneside,A88002,Farnham Medical Ctr. (A88002),17214,0.981,37184,26031,37399,0.994,0.7,0.696
North East and Yorkshire,00N,South Tyneside,A88003,Marsden Rd. Health Centre (A88003),14248,0.778,27700,10485,28756,0.963,0.379,0.365
North East and Yorkshire,00N,South Tyneside,A88004,Mayfield Medical Group (A88004),9236,0.984,18606,5478,18883,0.985,0.294,0.29
North East and Yorkshire,00N,South Tyneside,A88005,Wenlock Road Surgery (A88005),4531,0.818,11714,4161,11734,0.998,0.355,0.355
North East and Yorkshire,00N,South Tyneside,A88006,Talbot Medical Centre (A88006),8008,0.81,18496,6894,18691,0.99,0.373,0.369
North East and Yorkshire,00N,South Tyneside,A88007,Wawn Street Surgery (A88007),7873,0.674,14188,5907,14522,0.977,0.416,0.407
North East and Yorkshire,00N,South Tyneside,A88008,Trinity Medical Centre (A88008),6516,0.8440000000000001,14439,5479,14464,0.998,0.379,0.379
North East and Yorkshire,00N,South Tyneside,A88009,Dr Thorniley-Walker & Partners (A88009),6267,0.794,11669,3445,11696,0.998,0.295,0.295
North East and Yorkshire,00N,South Tyneside,A88010,Albert Road Surgery (A88010),3022,0.83,11835,7855,11874,0.997,0.664,0.662
North East and Yorkshire,00N,South Tyneside,A88012,Ellison View Surgery (A88012),6285,0.794,14860,3695,15095,0.984,0.249,0.245
North East and Yorkshire,00N,South Tyneside,A88013,Central Surgery (A88013),19137,0.81,42439,20806,42546,0.997,0.49,0.489
